Risk,Impact,Base Score,Base Score-Value,Motive Likelihood,Threat Agent,Attack Vector,Target,1_Hop,2_Hops,3_Hops,4_Hops
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Support workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Support workstation,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Smart Bed,Support workstation,Access Point
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,IP Surveillance camera
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Smart Bed,Access Point,Support workstation
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,IP Surveillance camera
M,M,H,8.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,8.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,8.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,8.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,8.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,H,8.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Doctor's workstation
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Hospital main router
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Support workstation
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Smart Bed,Access Point
M,M,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Smart Bed
M,M,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Smart Bed
M,M,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Smart Bed
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Hospital main router
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Support workstation
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,IP Surveillance camera,Access Point
M,M,H,8.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,8.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,8.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,8.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,8.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,H,8.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Infusion Pump 2,Doctor's workstation
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,IP Surveillance camera
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Hospital main router
M,M,M,6.8,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Smart lighting system 2
M,M,M,6.8,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Smart lighting system 2
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Light Controller 1,Support workstation
M,M,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Smart Bed
M,M,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Smart Bed
M,M,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Smart Bed
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,IP Surveillance camera
M,M,H,8.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,8.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,8.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,8.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,8.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,H,8.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Doctor's workstation
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Hospital main router
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Light Controller 1
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Support workstation,Access Point
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,IP Surveillance camera
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Doctor's workstation,Access Point,Support workstation
M,M,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Smart Bed
M,M,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Smart Bed
M,M,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Smart Bed
M,M,M,6.5,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,IP Surveillance camera
M,M,M,6.5,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,IP Surveillance camera
M,M,M,6.5,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,IP Surveillance camera
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Hospital main router
M,M,H,7.5,L,Disgruntled Healthcare Systems Administrator,A,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Light Controller 1
M,M,H,7.5,L,Nation State (Hospital),A,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Light Controller 1
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Support workstation
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Infusion Pump 2,Doctor's workstation,Access Point
M,M,C,10.0,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Smart Bed
M,M,C,10.0,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Smart Bed
M,M,C,10.0,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Smart Bed
M,M,H,8.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,8.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,8.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,8.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,8.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,H,8.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Doctor's workstation
M,M,C,9.1,L,Healthcare Rights Activist,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Business Competitor,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
H,M,C,9.1,H,Cyber Criminal Group(Hospital),N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Cyber Terrorist,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
M,M,C,9.1,L,Nation State (Hospital),N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Hospital main router
M,M,H,7.1,L,Disgruntled Healthcare Worker,L,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Support workstation
M,M,H,7.1,L,Disgruntled Healthcare Systems Administrator,L,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Support workstation
M,M,C,9.1,L,Disgruntled Healthcare Worker,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Access Point
M,M,C,9.1,L,Disgruntled Healthcare Systems Administrator,N,Smart Thermostat,IP Surveillance camera,Light Controller 1,IP Surveillance camera,Access Point
